Context,Response,textblob_sentiment,textblob_polarity,textblob_subjectivity,transformer_sentiment,transformer_score
"Hey, I hope you're fine. I just want to contact because I feel really overwhelmed with my personal relationships, especially with my wife.","Hello, thank you for sharing that with me. I can feel the level of excitement in your words. Can you tell me more about what is happening to your wife makes you feel overwhelmed?",positive,0.15416666666666667,0.5,,
That is very meaningful. I think discussing the backup plans will help us solve our worries and find a way to overcome this unexpected turning point in life.,"It is great to see your openness in finding a way ahead. Remember, cooperation and understanding is the key to any relationship. Continue to communicate with love and empathy, you will find the right path to support both your dream and real needs.",positive,0.375,0.825,,
I was very relieved when I was finally here. I have felt a lot of pressure recently in me.,I am very happy that you contacted. It is necessary to have the courage to seek help. Can you tell me more about the pressure you are feeling?,neutral,0.06666666666666667,0.5166666666666667,,
I think it is a fear of putting my heart and hurt on a new person and then hurt again. It is difficult to let go of that fear and open up to receive love.,Let go of that fear may be a challenge but not impossible. It starts with learning to trust yourself and your reviews. Have you considered the effort to rebuild your confidence?,neutral,0.03409090909090909,0.6386363636363637,,
"Physically, the addiction made me exhausted and exhausted. I can feel how it affects my body, causing me to paralyze the world around. Emotionally, it caused a super -speed coaster with ups and downs, making me feel lost, lost connectivity and often overwhelmed by the feeling of sin and shame.","I can see how deeply addicted to your overall health, both physically and mentally. It is important to admit its weight to your life. With that thought, what goals do you imagine or change for yourself when trying to escape the addiction?",neutral,-0.09333333333333335,0.5719047619047618,,
The family is always with me but it's hard for them to really understand what I am going through.,I heard it. It is difficult when our loved ones cannot grasp our experiences. Perhaps it is still worth expressing your feelings to them.,neutral,-0.04583333333333334,0.37083333333333335,,
"I don't know why, but recently, I feel deeply lost and it's hard to find peace in my soul.",I am sorry to hear that. Loss and lack of peace can be a huge challenge. Can you tell me more about what you're going through?,neutral,-0.09722222222222222,0.3972222222222222,NEGATIVE,0.9987220168113708
I imagine that my dream will come true to escape the grip of this addiction and regain control of my life.,It is a strong and important dream. Escape from addiction and regain control of your life is a worthy goal. Let's explore some structural interventions that can help you make your dream progress. What are some strategies you tried in the past?,positive,0.35,0.65,,
"Perhaps we can start by solving my mental health problem. I believe that once I can find stability in my emotions, I will also be better equipped to make healthier choices for my physical health.","I agree. Emotional happiness is an important foundation for overall health. Let's explore these emotions deeper in our sequel and aim to create a roadmap for your healing journey. Remember, you are not alone in this process. I am here to support you step by step on this road.",positive,0.13333333333333333,0.2809523809523809,,
"I thought about that but I hesitated. I don't want to be weak or unable to handle pressure. Moreover, I am afraid that it can cause negative consequences for my career.","It is completely easy to understand. However, seeking support is not a sign of weakness. It is necessary to have the power to realize when we need help. Consider discussing your concern to the person you trust, who can give instructions without judging.",negative,-0.44375000000000003,0.60625,,
"Yes. One thing I learned is the importance of allowing myself to feel the pain and honor my emotions. Instead of suppressing them, I practiced compassion to myself and allows myself to be completely sad.",It is an essential step in the healing process. Respecting your emotions and allowing yourself to be sad is important to rediscovering the meaning of life. Have you considered any specific activities or rituals can help you connect more to your emotions?,negative,-0.5,1.0,POSITIVE,0.9701374769210815
"Recently, I felt defensive and that made me depressed. Like I am always alert, ready to protect myself from all attacks. I think it originated from a deep injury that I had experienced when growing up. The contradiction in my family has left long -term scars in my heart.",Thank you for sharing my feelings with me. I can feel the weight that these defensive measures have put on you. It can be understood that the past damage in your family may have contributed to this type of defense. Let us take some time to ponder these experiences and aim to seek healing and solving. Can you tell me more about specific conflicts that have affected you?,positive,0.15833333333333333,0.40833333333333327,NEGATIVE,0.9036586284637451
"Hello, I'm feeling really confused about my health.","Hello, it's fun to contact. I'm here for help. Can you tell me more about what is happening to your health?",negative,-0.4,0.7,,
"Yes, I tried to express my feelings, but sometimes it was difficult to find the right words. I am also worried about how they will react and whether it makes things worse or not. It is difficult to find the right solution for everyone.","The fear of judgment and confrontation can paralyze, prevent positive changes. Remember, honesty is the key to resolving conflicts. Have you considered finding a compromise and finding a common point with your friends?",negative,-0.16571428571428573,0.7342857142857142,,
"I hope the therapy can help me control my anxiety better so that it does not hinder my relationship. I want to learn the mechanism of dealing and healthy communication skills. I want to be able to express my feelings without fear of being judged or refused. And most importantly, I want to be more present in my marriage and enjoy the journey instead of constantly worried about the destination.","It seems you have a clear goal. Treatment can definitely help you develop skills and tools to control anxiety and improve your relationships. Remember, the change takes time and effort, but with your dedication, I believe you can create a more full and balanced marriage. Are you ready to take the next step and find a therapist can support you on this journey?",positive,0.36666666666666664,0.49537037037037035,,
This ! Recently I have thought a lot about how to be more confident. I really want to make a change in life and began to trust myself.,This ! I am very happy to know that you are motivated to work based on your self -esteem. Can change and I believe you are likely to become more confident. What specific field do you want to focus on to build your self -esteem?,positive,0.3,0.44583333333333336,,
I felt lost. I have struggled with this extreme grief that has gnawed at me since I lost a loved one. As I lost my part and I felt deeply dependent on them that I could not move.,", I'm really sorry to know that you are feeling like that. Sadness may be an extremely heavy burden and feeling lost and dependent when the person we love is no longer with us is natural. Can you tell me a little more about your lost person and their influence on your life?",neutral,-0.05625000000000002,0.6,,
"I think it starts from our different expectations. Growing up in a traditional family, I always believe in strict rules and values. However, my husband and my children have a more advanced viewpoint, often conflicting with my opinion. It is difficult to find an intermediary platform.",It seems that a generation conflict may happen in your family. I wonder if these different views lead to any misunderstandings or sense of injury?,neutral,0.08,0.6900000000000001,,
"Ideally, I hope that we can all learn each other's experience and become more close as a family. I want us to support each other, honor the difference and appreciate each other's unique views. It will be a great change after criticism and continuous stress.","Your vision is really inspired. Remember patience with yourself and your family in this transformation process. Metal of relationships takes time, but with love and empathy, can create a more active family.",positive,0.31428571428571433,0.625,,
"Well, I think it would be helpful for her if she practiced the thoughts and deep breathing exercises when she began to feel worried. Creating daily habits that prioritize yourself and reduce stress can also make a significant difference.",Those are great suggestions. The combination of mindfulness techniques and taking care of herself into her daily habits can definitely help control anxiety symptoms. Do you think anything else can help her be more relieved?,positive,0.125,0.425,,
"Sometimes, I am afraid that even if I do everything right, my dream can still be out of reach. It is difficult to maintain motivation when the future seems uncertain.","The doubt and fear are natural, especially when pursuing something as meaningful as your dream. Remember, the journey is as important as the destination. By focusing and commitment to your passion, you have created a deep impact on your life. Is there anything specific that you are looking for from this conversation?",negative,-0.20357142857142857,0.6401785714285715,,
"I think I can start by contacting a close friend or family member who has shown understanding and empathy in the past. Opening with them about my difficulties and expressing my support needs may be a great first step. In addition, the study of therapists specializing in personal relationships may be useful.","It sounds a solid plan. By building a supporting system around you, you will have people who can bring comfort and instructions in this difficult time. Remember, you deserve to be loved and connected. Taking small steps to search for therapy can also provide you with tools and strategies to navigate more effective personal relationships. How does it sound?",positive,0.22000000000000003,0.32666666666666666,,
Recently I feel regretful about my work. It seems that the tension is coming to me.,"Hello, thank you for contacting. I can feel that stress related to work is heavy on your mind. Can you tell me more about the specific challenges you are having?",neutral,0.0,0.25,,
"It is mostly in my career. I see my colleagues be promoted or started my own business and I couldn't help but feel like I was lagging behind. It was overwhelmed and made me wonder if I had a choice, right.","It is natural when we see others progress in career. However, it is important to remember that everyone follows their own path and line. Let's explore how successful success is for you and whether it is suitable for your own values ​​and aspirations. What are you succeeding?",positive,0.24642857142857144,0.6839285714285714,,
Recently I felt very angry. It is not only about work but also about my marriage. I don't know how to solve everything.,I can feel that you are feeling uncomfortable. It seems stress related to work that is affecting your marriage. Can you tell me more about what is happening?,negative,-0.21666666666666667,0.75,,
"Sure. One step I am considering is to discover new hobbies or interests. By trying new things, I hope to expand my vision and discover more about myself. In addition, I am willing to seek professional guidance, such as therapy, to support more for my medical treatment and personal development.","It is a great plan. Discovering new hobbies and seeking professional guidelines are active steps towards discovering yourself and healing. Remember, I am always with you whenever you need someone to talk or when you are ready to explore more therapy.",positive,0.2122727272727273,0.4447979797979798,,
"I hope to develop a healthier relationship model, better understand my needs and desires, and eventually find confidence to attract and maintain positive connections in your life. That's what I always expect.","It seems that therapy can be a strong catalyst for a positive change in your life. By discovering your past experiences and beliefs, we can work together to help you build life and relationships you deserve. Are you ready to take that step to heal?",positive,0.36363636363636365,0.5227272727272727,POSITIVE,0.9994718432426453
He worked for hours and returned home exhausted. I feel we don't have enough time to each other.,It seems that you are losing your valuable time with your husband. Have you tried to express your feelings to him?,negative,-0.17500000000000002,0.525,,
"Sure. Chronic back pain makes it difficult for me to sit or stand for a long time, hard to focus at work or even enjoy entertainment activities. It feels like a frequent presence that hinders my ability to do my favorite things. When it comes to digestive problems, they cause uncomfortable and flatulence, making it difficult for me to comply with a healthy eating plan or to participate in food -related social activities. These challenges make it difficult for me to maintain consistency in pursuing my goals.","It seems that these health problems have a significant impact on many aspects of your life. I can imagine how frustrated and depressed you will be. Before these challenges, have you considered finding advice or medical advice? Discovering different treatment options may be beneficial in managing your physical health and then, restoring your goals.",neutral,-0.022023809523809525,0.6140873015873015,,
"Well, it's really difficult. The pain makes it difficult for me to concentrate and focus, this has affected my work and personal life. I used to be much more active, but now, even simple jobs are like a great effort. It was frustrating because I used to have such energy and motivation but now I only felt that I failed because I could not keep up.","I heard disappointment in your words. It is possible to understand that feeling when faced with such challenges. Have you contacted any support group or expert specializing in chronic pain? Sometimes, connecting with people who understand can make a difference.",neutral,-0.06666666666666667,0.6551948051948052,,
"Oh, can't be described in words. I sent a few works to an art gallery to consider in their upcoming exhibition. I hope the best thing but trying not to put hope too high. But then the day I received an email notifying that my work was not only chosen but also won the first prize! I can't believe it. My heart was filled with love and gratitude to my mother. I wish she was here to witness that.",I can feel the sadness and joy in that moment. The joy of gaining dreams while the desire for her presence must be quite intense. How does this experience affect your understanding of yourself and your artistic ability?,positive,0.31035714285714283,0.5390476190476191,,
"Thank you for understanding. Recently I often feel sad and despair. It was like having a dark cloud covering me, and no matter what I did, I seemed to be unable to shake it up. I lost interest in things I used to love and that affects the motivation to do anything of me. This happened for a while and I began to worry that it could be depression.","I am really sorry to know that you are feeling like that. Need a lot of power to acknowledge your emotions and seek help. It is understandable that you worry about depression. To better understand your case, can you please describe some of the specific symptoms that you encounter?",negative,-0.12999999999999998,0.55,,
I feel excited and hope. I know that will not be easy but I am committed to making positive changes. I love my mother and she deserve my attention. I want to cherish the time we are together without being distracted.,"Your love and commitment to your mother shine through your words. Remember, changing it takes time and it is important to be patient with yourself. Celebrate even small victories on the way. Do you want to discuss anything else or need any support?",positive,0.38390151515151516,0.6821969696969697,,
"Of course! The important thing for me is to be open and sympathetic to their experience. Perhaps if we can share our thoughts and emotions, we can find some common points and solve this conflict together.","I think that you are willing to approach this situation with sympathy and understanding is praiseworthy. It is necessary to have the courage to find solutions and strengthen friendship. When you navigate these conversations, remember to take care of yourself and prioritize your spiritual health. How do you plan to make sure you don't feel overloaded in this process?",positive,0.15000000000000002,0.75,,
"Thank. I realize that stress and negative emotions are the main causes for me. Whenever I feel overwhelmed or depressed, my instinct is to see my addiction as a coping mechanism. It was a pattern that I wanted to change. I believe that identifying healthier ways to control stress and adjusting my emotions will be very important in my recovery journey.",Sure. Stress management and emotional adjustment are important aspects in your recovery process. It is essential to find healthier coping mechanisms that can bring you the comfort and support that you need without relying on addictive behaviors. Did you consider any specific strategy or deals that can help you change your focus and solve stress in a healthier way?,positive,0.12888888888888891,0.5777777777777778,,
"I am focusing on the memories we have shared. I have created a memory box filled with photos, handwritten notes and souvenirs to remind me of our love. It brings comfort and allows me to honor his memory.","It is a good way to commemorate your husband. By collecting valuable moments, you can keep his spirit vividly in your heart. Are you open to close friends or family members about your loneliness?",positive,0.45,0.75,,
"I tried to ignore it, hoping everything would change, but I finally immersed in the pain. It began to affect my confidence and I no longer know who I was.",It is understandable that you feel like that. Does this bully affect other areas of your life?,neutral,0.0,1.0,,
I think it includes the main concerns I have now. I just hope that we can find this way to overcome this and strengthen our relationship.,"I believe that with an open communication and willingness to understand each other, your relationship will have the hope of developing and healing. Remember, I'm here to support you all the way. Continue to discover this in our next section.",positive,0.16666666666666666,0.3333333333333333,,
"Sure. The main cause of stress is that the workload never ends. It feels like it is a cycle that never ends the deadline, the meeting and expectations. I constantly have to perform many tasks, which makes it difficult for me to find a sense of balance.",It seems that you are carrying a large burden. What are you facing all the pressure and expectations? Have you found any strategy to help you manage your stress?,positive,0.1333333333333333,0.611111111111111,,
"I think it will not be harmful to try. I desire to be released from the constant darkness that is engulfing me. If therapy can bring even a ray of hope, it is probably worth it.","It is a brave choice. Taking the first step to seek help is always the most difficult step but can also bring the most changes. I am here to support you on this journey and together, we can explore strategies to manage your self -criticism and regain your consciousness about your own values. Remember, healing takes time and may have ups and downs throughout the journey. But you don't have to face it alone.",positive,0.15,0.21666666666666667,,
"Yes, there are moments repeated in my mind. Whenever I close my eyes, I see us smiling and happy moments. Like those memories are mocking me, reminding me of what was lost. It is like an endless loop of pain.","Those memories can be really overwhelming, especially when you feel they are mocking you. Having such thoughts after breaking up is completely normal. Did you find any peaceful or forgotten moments between this pain?",positive,0.3375,0.875,,
"Previously, I tried to mention this issue to them but in the end it often led to another controversy. It feels like there is a potential protest to my family change, where everyone is trapped in their own pattern. At least to say is disappointing.","Family motivation can often be ingrained, making it difficult to escape negative patterns. It is essential to find a way to convey your emotions effectively without causing defense. Have you considered finding a neutral third -party mediation, such as therapist or adviser, to create favorable conditions for these conversations?",negative,-0.11111111111111112,0.5444444444444444,,
"Sure. This week, I pledged to start writing a gratitude diary to help me move the focus to positive aspects in life. I also want to practice daily affirmations to adjust the negative thoughts. In the end, I will try to surround me with the support and mental support, who bring the best for me.","Those are strong actions. Write a diary of gratitude, practice the affirmation and selection of positive effects will have a significant impact on your self -esteem. Remember, I'm here to support you step by step. Do you want to discuss or discover anything else in our sequel?",positive,0.2212121212121212,0.38905723905723905,,
"They are the best friend and my confidant friend. We shared countless memories and supported each other to overcome ups and downs. Their absence left a void that seemed unable to fill. Their impact on my life is deeply, forming me today.","Losing a person who plays an important role in life we ​​can create a huge space. It is important to honor the impact that they have caused and acknowledge the emptiness they leave. Allows yourself to have time to reflect on their memories and people. So far, how do you cope with this loss?",neutral,0.05178571428571429,0.29642857142857143,,
I think finding a quiet space where I can ponder and write a diary may be helpful. It is important that I have to admit the pain and honor the person I died.,"It sounds a great approach. Writing diary can be a powerful tool to handle emotions and gain deep understanding. When you ponder, consider what this person means to you and their impact on your life. How will you describe the importance of their presence?",positive,0.2,0.6666666666666666,,
"Yes, I have a close friend who also experienced loss. I think she will understand what I'm going through and can listen. In addition, I can consider searching for a grief support group to connect with others who are experiencing similar emotions.",It is great to have a person in life that can support and empathize. Connecting with people who have experienced losses can help authenticate your own emotions and bring a community feeling. How can you combine methods of caring for yourself in your habit to nurture yourself in this sad process?,neutral,0.0,0.5,POSITIVE,0.9931174516677856
Thank you for reminding me of the importance of celebrating the small victories. It's easy to get caught up in the negative and ignoring the progress that I have made. One of my concerns is how to navigate social situations and potential agents without returning to old habits. Do you have any suggestions on how I can manage these situations effectively?,"The transition from old habits to new healthier habits is really a process. When it comes to social situations, the pre -planning plan will be very helpful. Determine your support friends or family members who can help you be responsible and support your decision to prioritize your alertness. Also, consider practicing assertive skills and clear communication to set boundaries and support yourself. Remember, you can prioritize your health and make options to support your recovery process.",neutral,0.0880952380952381,0.5285714285714286,POSITIVE,0.5217285752296448
"You are right. It is difficult to overcome this battle of the inland. There are days, feeling like heavy will never disappear. I'm tired of this feeling.",I am very sad to know how exhausted you are. Depression can make even the simplest jobs feel heavy and tired. But imagine a life that everything may be different. A life where you can find joy and regain your consciousness. That is what the therapy can bring - a path towards healing and re -exploring your strength.,negative,-0.20357142857142857,0.6839285714285714,,
"Hey, I hope you do well today! Recently I feel really tired, both physically and mentally. It was a super -speed roller trip with my friends and I only needed some instructions to help me achieve success in resolving the conflicts we are facing. I am very happy to participate in this treatment with you!","Hello, I'm glad you are here and are ready to overcome these challenges. Feeling tired of arising conflicts in friendship is completely normal. Let's explore what is going on and see how we can solve this problem together. Can you tell me more about the specific conflicts you are having?",positive,0.14166666666666666,0.49494047619047615,,
I feel very sad. I don't seem to be able to find any success in my life.,I'm here to listen. Can you tell me more about what makes you feel sad and why do you feel you haven't succeeded?,neutral,0.04999999999999999,0.5416666666666666,,
Not now. Now I feel a bit more hope because I have planned. I will start looking for a therapist and continue to rely on family and friends for assistance. Thanks again for your help.,"It seems that you have a solid plan for the future. Remember, you are not alone in this journey. Please contact me anytime if you have more questions or need further support. Tell you and I wish you all the best on the healing path.",positive,0.35,0.35,,
"I tried many different methods, such as practicing deep breathing and writing diary. They helped me to temporarily release, but the worries always find my way back to my thoughts. It was a continuous battle and sometimes I felt like I was losing.",You may be discouraged when the strategies we try not to bring long -term results. Perhaps discovering the basic causes of you are worried. Is there any activity factor or a specific model you notice?,neutral,0.1,0.4,,
It's just his unpredictable behavior. It's hard to know how he will react or what he will say next.,It seems that uncertainty is making you suffer. Do you notice any pattern or agent that makes you feel more worried when you are with him?,negative,-0.1527777777777778,0.5138888888888888,,
I think it is important to set up the boundaries and manage my time. All are just looking for balance and ensuring that I am still with my old and new friends.,It is a great approach. Prioritize your time and open communication can help reduce their concerns. Have you considered enticing your current friends to participate in some activities or events of your new social group?,positive,0.21212121212121213,0.5515151515151515,POSITIVE,0.9974047541618347
"It is a great idea. I guarantee to set goals and monitor my progress. The important thing for me is always focusing and optimistic, despite the uncertainty I am facing.","I admire your determination. Remember, you are not alone in this. Your health care group, friends and family are always ready to assist you. If you feel overwhelmed or need someone to talk, do not hesitate to contact. We are together.",positive,0.6000000000000001,0.875,POSITIVE,0.9998268485069275
It is difficult. My addiction has made it hard for me to express myself honestly and openly to others. I often find myself hiding the truth or taking advantage of situations to hide my difficulties. I can hardly trust others about my vulnerability and I am afraid of being judged or refused.,I admit the fear and hurt you encounter when communicating due to your addiction. Trusting others may be a challenge when we feel assessed or rejected. How will you imagine how your relationships will be improved when you escape this cycle?,negative,-0.18055555555555558,0.7305555555555555,,
Afraid to talk to HR. Therapy can be a good choice.,Absolutely understand when you feel afraid to talk to the HR department. Making your choices and considering therapy is really a positive step to take care of yourself. I can provide you with some advice about therapists in your area and help you find a person who specializes in solving stress related to work.,neutral,0.04999999999999999,0.75,,
"Yes, we talked many times about it. We both want our marriage to develop, so we strive to communicate openly and honestly. It is reassuring to know that both of us are committed to overcome these challenging times.",It is great to hear that. Open communication is the key to resolving conflicts and strengthening your connection. It is great that you and your husband and your enthusiasm build a healthy foundation for your marriage. How did these conversations help you cope with the sadness?,positive,0.4,0.725,,
"Yes, I have. But every time I try to express myself, it seems that they stopped me. It was not important to feel my words, as if I were the only one who wanted to narrow this gap and heal our relationship.",It can be extremely difficult when our communication efforts encounter protest. Have you considered finding a professional mediator to help create favorable conditions for the conversation and set up a safe space to communicate openly?,negative,-0.13333333333333333,0.7999999999999999,,
Recently I felt tired and overwhelmed. Like I can't rest. And the feeling of loneliness often followed me everywhere I came.,"Hello, thank you for opening. I'm here to support you. It seems that you are carrying a great burden and experiencing a deep isolation. Can you tell me more about what is happening?",negative,-0.2,0.475,,
"Yes, it certainly affects my work. I am always worried about making mistakes and being considered inferior. It also affects my relationships because I am afraid of being judged or rejected. In general, it is tired to constantly feel uncomfortable.",I can imagine how exhausted it will be. Need a lot of strength to deal with daily anxiety. Have you tried any strategy to help control your anxiety in these defensive times?,negative,-0.20595238095238097,0.6674603174603174,POSITIVE,0.7129735946655273
Perhaps I can start by writing positive affirmations and reminding myself about my value every day.,It is a great idea! The affirmation can be a powerful tool to improve self -esteem. Is there any specific affirmation that impresses you now?,positive,0.22727272727272727,0.5454545454545454,,
"Thank. Your presence and guidance is great for me. Right now, I think this is a good start. I felt hope to know that I could learn how to trust myself and find satisfaction even when my dream was different from what I imagined.","(Love), hope is a beautiful thing. I am happy to see it starting to flash in you. Remember, every step forward, no matter how small, is a step closer to your true potential. I will be here whenever you need someone to talk.",positive,0.44642857142857145,0.6214285714285714,,
I have not tried any specific strategy. I often withdraw from the conversation or silence to avoid confrontation. But I know that does not solve the basic problem. I want to learn healthier ways to resolve conflicts and handle different ideas without feeling defensive.,"It is a great perception. It is necessary to have the courage to recognize the need for change and development. Discovering new strategies can help you cope with conflicts in a more constructive way. Have you ever considered practicing listening positively or using the saying ""I"" to express your thoughts and emotions?",neutral,0.0,0.2833333333333333,,
"Thank. I appreciate your good words and instructions. I think now, I will continue to focus on nurturing my peace and finding healthy ways to honor my pet's memories. It was a journey, but with every step, I hope to bring more harmony in my heart.","Nothing. What a privilege is accompanied by you on this journey towards this peace. Remember, I'm here to support you whenever you need it. Take care of yourself well and receive different emotions that come with grief. May you find comfort and heal in the coming days.",positive,0.5666666666666667,0.5333333333333333,,
It sounds a great plan. I appreciate your guidance and support. Today we have made significant progress and I feel more hope about our future. Thank you for being here for me in this difficult time.,"Nothing. I am very honored to become part of your journey towards healing and personal development. Remember, you are not alone in this. I am here to support you step by step on this road. Take care of yourself until our next lesson and remember gently with your heart. You are strong, resilient and deserve all the love and happiness that life brings.",positive,0.23500000000000001,0.65,,
"To be honest, I always struggle with low self -esteem. I constantly criticize myself and doubt my abilities.",It will probably be very painful to have this self -criticism burden. What do you think contributing to these deprivations?,positive,0.19999999999999998,0.5111111111111111,,
"Well, in the next group meeting, I will make an effort to actively listen and make reflections. I will remind myself to focus on understanding more than just trying to express my thoughts. I believe this change will promote more efficient communication and reduce my tension.","I'm glad you are taking the initiative. Remember, changing it takes time, so be patient with yourself. It is all about progress, not perfection. Is there any additional field that you want to improve your communication skills?",positive,0.21666666666666667,0.4,POSITIVE,0.9958635568618774
I will keep that hope. Thank you for being with me in this stressful and heartbreaking period.,"Being supported by him is my honor. Remember, you have the internal power to overcome this pain and become stronger on the other side. I am always here because you are on every step.",neutral,0.0,0.0,,
"In the failures, I planned to remind myself that everyone succeeded in facing obstacles and those failures were part of the learning process. I will allow myself to feel the emotions arising from these challenges without judgment. The important thing for me is to practice how to take care of myself during this time by participating in activities that help replenish energy and bring me joy. How can I guarantee that taking care of myself does not become a form of evasion or reality?","It was a profound question. Taking care of yourself is really a nurturing method, not an evador. It is essential to achieve a balance between solving your emotions and participating in activities that bring you peace and joy. Regular self -reflection can help you assess whether your own care practice is suitable for your healing process. How can you combine the reflection in your own care habits?",positive,0.38333333333333336,0.39999999999999997,POSITIVE,0.9944692850112915
"Yes, it's difficult. Recently I lost my job and it was difficult to find something new. The feeling of uncertainty about not knowing when the next salary will come really weighing on me. I tried to keep my hope, but that was not always easy.","Losing jobs can be a strong blow in our self -respect and stability. It is completely easy to understand. The uncertainty of the future makes you frustrated, but I want you to know that there are always options. Have you considered approaching your network or exploring different career paths?",neutral,-0.03290043290043289,0.533982683982684,,
I just don't understand. We seemed happy but then all were broken. I feel lost and lonely.,"The same feeling after breaking up is normal, especially when you think everything is going well. Remember, you are not alone in this. Is there anything specific to bother you since breaking up?",positive,0.10000000000000002,0.6999999999999998,,
It is a great idea. I had never thought of entrusting the task before. I believe that doing so not only reduces stress but also allows me to focus on more important aspects in my work.,"It sounds like a positive step. Authorization can promote a healthier working environment and create space for personal development. When you navigate this process, it is important to convey your needs and boundaries to colleagues or superiors. Open and honest communication can lead to a more supportive atmosphere. How do you feel when you express your needs?",positive,0.42500000000000004,0.8125,,
"I feel very lonely. I was trapped in the dark pit of depression and could not find a way out. Above all, I am facing the addiction, making me become deeper into despair. I don't know what to do.",", I can feel the heavyness in your words and I am sorry because you are feeling like that. I want you to know that I'm here to support you. Focus on finding some solutions. What do you want to discover first, feel lonely or your addiction?",negative,-0.12,0.35250000000000004,,
"Well, in my heart, I still have a ray of hope that life can be better without the burden of addiction. I want to reconnect to my loved ones, regain control of my actions and find me back before the addiction invaded. I want to be present in my own life and create meaningful connections again. I want to learn healthier coping mechanisms and find true happiness.","Holding that hope is important. It can serve as a reminder of a better life waiting for you outside the addiction. Reviewing with loved ones, regaining autonomy and discovering yourself are extremely valuable motivations to recover. Now, discover the obstacles that you expected to encounter on this journey to overcome this addiction.",positive,0.41874999999999996,0.45625,,
I have implemented a number of small projects at school but never really confident in my ability. I guess I was worried that I would invest time and money in it but then realized that I did not have enough skills.,"It is understandable that you doubt your ability. However, remember that skills can be developed over time by practicing and patient. Starting from small steps and gradually building confidence will make the journey more interesting. Have you considered joining the drawing class for beginners or trying some online instructions?",negative,-0.16666666666666666,0.5777777777777778,,
"I am focusing on improving my confidence and nurturing my personal interests. By redirecting my energy towards myself, I started to feel more secure about myself and in my relationships.","How wonderful. By investing in yourself and personal development, you are strengthening the foundation for your relationship. Is there anything else that you are curious or any specific fields you want to explore?",positive,0.3,0.4666666666666666,,
"Sure! I found a lot of fun in writing and drawing. These creative means are always the way I express myself and seek inner peace. Even if I am facing pain, participating in these activities gives me a sense of happiness and helping me forget fear, even for a moment.",How wonderful! It is inspired to see you have found other ways to be happy and deal with your fear. Artistic manifestations can be therapeutic and healing. Does the pain ever hinder the ability to participate in these creative efforts?,positive,0.425,0.49111111111111105,,
"No, I haven't tried that yet. How does it work?","The saying that uses ""I"" may be helpful because they focus on your emotions instead of giving assumptions on the intentions of others. For example, instead of saying, ""you always prioritize friends than me"", you can say, ""I feel the second great when you spend time with friends without me."" It helps to express your needs without blaming others.",neutral,0.0,0.0,,
You are right. I need to prioritize my health to be able to be with Emily effectively. I will consider finding a therapist that can help me overcome this. Thank you for guiding me in the right track.,"That is my pleasure. Remember, you are not alone in this journey. Please contact for support whenever you need and I believe you have the strength to join Emily to overcome these challenges. Take care of yourself and do not hesitate to seek help throughout the journey.",positive,0.4178571428571428,0.6241071428571429,,
"To be honest, it feels like it lasts forever. This has been happening for months and has become worse. I was afraid that I had missed something important, that there was a hidden situation that caused all this. I could not escape the permanent anxiety.",I can feel the weight of uncertainty and fear in your voice. You may be tired when constantly asking your health and living with this level of anxiety. Have you consulted any medical expert about your concern?,neutral,-0.03333333333333333,0.7466666666666667,,
"It is difficult to determine the exact time. I think it was always there, but recently it became much more intense. It was like a burden on my chest that I could not shake off.","I got it. Loneliness can really make you feel heavy and persistent, making finding inner peace difficult. Is there any specific factor or situation that seems to increase these emotions to you?",neutral,0.09,0.6,,
"Everything started in an innocent way. I thought I could be a little happy and get rid of the difficulties of life. But gradually, that joy became a desperate need. I could not live a day without taking the bottle or the pills. I became slaves for my craving and it was tearing me.","The actual addiction can invade us, making us feel trapped and helpless. What do you think has caused this addictive substance?",positive,0.20738636363636365,0.65,,
"I think you're doing something. It is important that every family member, including myself, must ponder myself and develop the sense of inner confirmation. Encouraging open and honest communication can also be helpful in solving basic problems without using conflicts. In addition, setting boundaries and allowing people to express their needs and opinions can lead to more harmonious relationships.",I appreciate your wisdom. Developing yourself values ​​and promoting open communication are valuable steps to resolve family conflicts. How do you think you can encourage these changes in your home system?,positive,0.25,0.5319444444444444,,
"I really feel worried and bewildered about my personal relationships. Just like I am often stressed, worried about everything.",I can hear how miserable you are in my words. The relationships may be difficult but I believe there is always hope for a positive change. Can you tell me more about what makes you worried?,neutral,0.1,0.25,,
"They certainly caused tensions for my relationships. I find it hard to open or share my experiences because I am always in a defensive position. I can hardly believe that others will understand and support, so I often withdraw or avoid conversations completely.",It can be understood that you may feel afraid to be open when considering your past experiences. Building trust takes time and essential is to find people who understand and support. Some of the specific challenges you encounter in your relationships due to your defense?,neutral,-0.05380952380952382,0.5109523809523809,,
"He ... he is my best friend, my feelings. We have shared a lot of valuable memories together, and now he has gone. It feels like a part of me is missing. I kept asking whether I could do anything more to prevent his loss.","Losing a person that we are extremely interested can bring many doubts and sense of sin. It is important to remember that you did the best possible at that time. Sadness may be a long and complicated process, so having these emotions is natural. How did this loss affect your daily life and habits?",positive,0.43333333333333335,0.2833333333333333,,
Thank. I will definitely try to do that. Rest assured to know that there are strategies I can do to find a little peace between chaos. I appreciate your guidance.,"Nothing. Remember, you have the power to overcome this anxiety and I'm here to support you on every step. Whenever you need someone to talk or give a strategy, do not hesitate to contact. You deserve a life filled with peace and fullness.",neutral,-0.09375,0.5,,
